audio	sentence	gender	duration	path
30_9734_2_301_01_220120-102901_bem_eb0_elicit_1.wav	abantu bamo bafweele imingila yakashiika elyo bambi bafweele imingila yakshiika namashati yamacungwamacungwa kumfwa bambi bena bafweele imingila yakashiika ne fisote ifyakashika 	female	14.202	/home/csikasote/Documents/bigcgen/audio/30_9734_2_301_01_220120-102901_bem_eb0_elicit_1.wav
01-200929-223449_bem_fb0_elicit_6.wav	cilumendo ulya cilia afika atuntumana na ku kushobola janet ati	Male	7.123875	/home/csikasote/Documents/bemgen/audio/01-200929-223449_bem_fb0_elicit_6.wav
01-201005-222019_bem_fb0_elicit_22.wav	alungama na kuli bacibusa wakwe nabo te bakaani baima fye bwangubwangu	Male	5.853375	/home/csikasote/Documents/bemgen/audio/01-201005-222019_bem_fb0_elicit_22.wav
02-200915-233325_bem_197_elicit_4.wav	umuntu uwamano alingile abomba imilimo yakwe akasuba elyo ubushiku kutusha	Male	8.7800625	/home/csikasote/Documents/bemgen/audio/02-200915-233325_bem_197_elicit_4.wav
01-200918-090125_bem_d31_elicit_31.wav	ubuyo bwa kabungwe ka ouy pa national level kukwanya imisepela ukushinta ku cipendo ca mutapendwa umo ilyo lyonse papita imyeshi itatu ukutendeka mu january two thousand and nine	Male	14.7695625	/home/csikasote/Documents/bemgen/audio/01-200918-090125_bem_d31_elicit_31.wav
22_7743_2_221_01_211112-083156_bem_004_elicit_1.wav	ba cisotwe bali pa bwangalo waku cofa amacinga intanfu itali saana 	female	6.102	/home/csikasote/Documents/bigcgen/audio/22_7743_2_221_01_211112-083156_bem_004_elicit_1.wav
11-201007-191752_bem_c4b_elicit_22.wav	ubulimbo bakoma kuli ii miti e bwawamisha ukucila ubwa ku miti iyo tushilumbwile pantu bwena tabubola bwangu kabili bwalikonda	Female	13.9528125	/home/csikasote/Documents/bemgen/audio/11-201007-191752_bem_c4b_elicit_22.wav
9_5838_2_91_01_211030-061004_bem_901_elicit_1.wav	bushe finshi baleecita pa mucanga 	female	3.017	/home/csikasote/Documents/bigcgen/audio/9_5838_2_91_01_211030-061004_bem_901_elicit_1.wav
31_4437_1_312_02_211110-232300_bem_83a_elicit_0.wav	nafwala nefya makumbi makumbi no mushishi wakwe utali nganshi 	female	5.263	/home/csikasote/Documents/bigcgen/audio/31_4437_1_312_02_211110-232300_bem_83a_elicit_0.wav
2_325_3_22_02_211026-062541_bem_2a5_elicit_1.wav	ale ensha akadoli paka mbayambaya kafidoli aka katapa katapa 	male	7.508999999999999	/home/csikasote/Documents/bigcgen/audio/2_325_3_22_02_211026-062541_bem_2a5_elicit_1.wav
11-201010-161959_bem_c4b_elicit_17.wav	tayakwata mpantila nge mpuku shimbi pantu tayaba na busali	Female	5.7853125	/home/csikasote/Documents/bemgen/audio/11-201010-161959_bem_c4b_elicit_17.wav
12649_1_02_211103-083529_bem_dcc_elicit_0.wav	nimumona uyu shitsts ala iyi incende yaliibelako akasuba kalemonekako akaibelako ulubuto taulemoneka kwati lubuto lwa kasuba elyo incende ala isuma 	male	14.293	/home/csikasote/Documents/bigcgen/audio/12649_1_02_211103-083529_bem_dcc_elicit_0.wav
11-201007-191752_bem_c4b_elicit_11.wav	pantu pali ii nshita yonse elyo imiti iingi ibalula yakwata ubuluba na imbi yakwata amabuula ayapya	Female	10.527	/home/csikasote/Documents/bemgen/audio/11-201007-191752_bem_c4b_elicit_11.wav
04-200917-143010_bem_346_elicit_31.wav	nganamiposha mucitundu cenu tamwishibe	Female	4.3333125	/home/csikasote/Documents/bemgen/audio/04-200917-143010_bem_346_elicit_31.wav
5_1245_4_51_01_211102-113230_bem_e3a_elicit_2.wav	icintu ico ifinama filelwila cilemoneka icafiita 	female	4.787	/home/csikasote/Documents/bigcgen/audio/5_1245_4_51_01_211102-113230_bem_e3a_elicit_2.wav
04-201009-110017_bem_40e_elicit_12.wav	uwalengelapo amona panshi palepita insofu imitumba ya nsalu inkunda na fimbipo	Female	8.7800625	/home/csikasote/Documents/bemgen/audio/04-201009-110017_bem_40e_elicit_12.wav
12_6560_0_121_01_211105-114406_bem_9ed_elicit_0.wav	akalumendo kalefisama mucikulwa cakwangalilamo icaisuka 	male	6.057	/home/csikasote/Documents/bigcgen/audio/12_6560_0_121_01_211105-114406_bem_9ed_elicit_0.wav
04-200914-215547_bem_346_elicit_2.wav	mwibuka kwati cinama nangu umuntu	Female	4.219875	/home/csikasote/Documents/bemgen/audio/04-200914-215547_bem_346_elicit_2.wav
03-200924-204525_bem_798_elicit_32.wav	kabili limbi ishiwi ni metoche ililondola ngo kwaka na ifintu nangu ukuibimbamo mu fintu ifilecitika	Female	8.5078125	/home/csikasote/Documents/bemgen/audio/03-200924-204525_bem_798_elicit_32.wav
33_4903_4_331_01_211110-223234_bem_c25_elicit_2.wav	cilemoneka kwati amangalo aya cindama yali mukutampa 	female	6.534	/home/csikasote/Documents/bigcgen/audio/33_4903_4_331_01_211110-223234_bem_c25_elicit_2.wav
01-200918-120021_bem_d31_elicit_25.wav	ku ntanshi iyi magazini ukalashitishiwa pa mutengo wa three thousand kwacha	Male	5.445	/home/csikasote/Documents/bemgen/audio/01-200918-120021_bem_d31_elicit_25.wav
27_3353_2_271_01_211111-123808_bem_e6d_elicit_1.wav	panshita imo amaluba eyo nabwing ekete yalaposwa pakwebati umo ekate libe lyakwe 	female	11.593	/home/csikasote/Documents/bigcgen/audio/27_3353_2_271_01_211111-123808_bem_e6d_elicit_1.wav
04-201009-110829_bem_40e_elicit_28.wav	kaino wena wishi ni adam nyina ni eva	Female	4.0610625	/home/csikasote/Documents/bemgen/audio/04-201009-110829_bem_40e_elicit_28.wav
01-201001-204524_bem_fb0_elicit_15.wav	joni apokelela umupila uwa mu mulu goalie wa ba ndola wena aletontonkanya ukuti nalimo joni alebala anyantepo	Male	9.9825	/home/csikasote/Documents/bemgen/audio/01-201001-204524_bem_fb0_elicit_15.wav
38_11784_3_382_02_211113-234707_bem_f12_elicit_1.wav	ico umuncini ulaba uwatwa sana nabikishako amano pakuibeya 	female	5.785	/home/csikasote/Documents/bigcgen/audio/38_11784_3_382_02_211113-234707_bem_f12_elicit_1.wav
03-201002-093346_bem_798_elicit_10.wav	ekupwishishisha amafunde	Female	2.3821875	/home/csikasote/Documents/bemgen/audio/03-201002-093346_bem_798_elicit_10.wav
01-201012-190124_bem_fb0_elicit_6.wav	ubukungilo bwa kubika mu maliba nga bateya bwingi kabili bwa misango misango	Male	7.849875	/home/csikasote/Documents/bemgen/audio/01-201012-190124_bem_fb0_elicit_6.wav
06-200917-110207_bem_c20_elicit_11.wav	elyo akati tukacitefi bane imwe bonse mukayeshala ku mbali ya mushi nkabale nkayenwapo nine	Female	9.6875625	/home/csikasote/Documents/bemgen/audio/06-200917-110207_bem_c20_elicit_11.wav
7_1510_2_71_01_211023-180821_bem_74d_elicit_1.wav	camoneka kwati pali ifyo balesefya 	female	9.279	/home/csikasote/Documents/bigcgen/audio/7_1510_2_71_01_211023-180821_bem_74d_elicit_1.wav
03-200916-015847_bem_798_elicit_36.wav	apocilifi tacilingile ukubaloomba ifyo tabakwete leelo tubatashe pafyo batucitila	Female	8.62125	/home/csikasote/Documents/bemgen/audio/03-200916-015847_bem_798_elicit_36.wav
32_4532_1_322_02_211111-073522_bem_947_elicit_0.wav	umo pabana mukulu umbi nao munono 	male	5.172000000000001	/home/csikasote/Documents/bigcgen/audio/32_4532_1_322_02_211111-073522_bem_947_elicit_0.wav
30_9934_2_301_01_220124-182157_bem_c25_elicit_1.wav	aba abaice babili balebapelusha pamupeyo wamotoka uo bakakila ku maceni 	male	9.211	/home/csikasote/Documents/bigcgen/audio/30_9934_2_301_01_220124-182157_bem_c25_elicit_1.wav
06-200917-130741_bem_c20_elicit_11.wav	awe umubiye amupela na ikoosa pa kufwala apatikishafye	Female	6.760875	/home/csikasote/Documents/bemgen/audio/06-200917-130741_bem_c20_elicit_11.wav
04-200914-215055_bem_346_elicit_19.wav	ninshi ifwe twainuka	Female	2.1566875	/home/csikasote/Documents/bemgen/audio/04-200914-215055_bem_346_elicit_19.wav
22_1979_2_221_01_211109-112740_bem_50c_elicit_1.wav	pantanahi yakwe pali micsoscope nangula icakupimina utulombo 	male	5.535	/home/csikasote/Documents/bigcgen/audio/22_1979_2_221_01_211109-112740_bem_50c_elicit_1.wav
03-201003-235942_bem_798_elicit_36.wav	kuti tulamonafye umusungu abute nkanda atuti nalelo twafwa	Female	6.670125	/home/csikasote/Documents/bemgen/audio/03-201003-235942_bem_798_elicit_36.wav
01-201006-090721_bem_fb0_elicit_8.wav	bafumya ne yoma bashikanga kuti nga kapanga akuntapo yati na mbi mbi mbi	Male	10.572375	/home/csikasote/Documents/bemgen/audio/01-201006-090721_bem_fb0_elicit_8.wav
22_7923_1_222_02_211112-224331_bem_50c_elicit_0.wav	ku numa yakwe kuli mukashana ale bomba 	male	3.652	/home/csikasote/Documents/bigcgen/audio/22_7923_1_222_02_211112-224331_bem_50c_elicit_0.wav
8_1927_1_82_02_211031-061254_bem_ce8_elicit_0.wav	nashiilosha na imyona 	male	3.834	/home/csikasote/Documents/bigcgen/audio/8_1927_1_82_02_211031-061254_bem_ce8_elicit_0.wav
39_1196_0_391_01_211119-104417_bem_901_elicit_0.wav	umukashana uufwele ishati lyelangi lya fita nakobeka icola icafita icikweteko ilangi lya buta panono naiminina panse panshita ya kasuba 	female	10.731	/home/csikasote/Documents/bigcgen/audio/39_1196_0_391_01_211119-104417_bem_901_elicit_0.wav
9_2059_3_92_02_211025-050219_bem_901_elicit_1.wav	nabeminina balemoneka kwati balekopwa icikope 	female	4.513999999999999	/home/csikasote/Documents/bigcgen/audio/9_2059_3_92_02_211025-050219_bem_901_elicit_1.wav
1_161_1_12_02_211027-115044_bem_d90_elicit_0.wav	bushe nifinshi fili kuncende bali aba bakashana 	male	4.787	/home/csikasote/Documents/bigcgen/audio/1_161_1_12_02_211027-115044_bem_d90_elicit_0.wav
32_4545_1_322_02_211111-075103_bem_947_elicit_0.wav	uyu musungu nanina napamu tanto nafwala nakasote akakashika 	male	8.53	/home/csikasote/Documents/bigcgen/audio/32_4545_1_322_02_211111-075103_bem_947_elicit_0.wav
22_1982_0_221_01_211109-113941_bem_50c_elicit_0.wav	imbwa naibomba ilimumenshi 	male	2.699	/home/csikasote/Documents/bigcgen/audio/22_1982_0_221_01_211109-113941_bem_50c_elicit_0.wav
03-201006-025003_bem_798_elicit_44.wav	amona ne mpumi yakwa koykoyi iyafina nga filyafine fye amwene ilyo ali mu lucengo	Female	7.4641875	/home/csikasote/Documents/bemgen/audio/03-201006-025003_bem_798_elicit_44.wav
07-200916-171635_bem_c20_elicit_49.wav	kakalulu uko kaali kati komfwe kaima na ukwima kalaisa na kumusumba	Female	7.6003125	/home/csikasote/Documents/bemgen/audio/07-200916-171635_bem_c20_elicit_49.wav
01-201002-003945_bem_fb0_elicit_40.wav	abene bali bamulumbula ne nshina nampo nga bacilati joni aya bacilati janet mulume ni joni	Male	11.5933125	/home/csikasote/Documents/bemgen/audio/01-201002-003945_bem_fb0_elicit_40.wav
01-180101-140752_bem_d31_elicit_19.wav	ba yama mulembepa ubufi	Male	1.6561875	/home/csikasote/Documents/bemgen/audio/01-180101-140752_bem_d31_elicit_19.wav
12-201008-130449_bem_526_elicit_19.wav	ico twanakishe tatwaikalishe twasendama no kusendama	Male	8.1448125	/home/csikasote/Documents/bemgen/audio/12-201008-130449_bem_526_elicit_19.wav
31_4413_1_312_02_211110-225016_bem_83a_elicit_0.wav	cacine nafwala nama galasi elo ekele ngo uleenekelapo fimo ukucitika 	female	6.806	/home/csikasote/Documents/bigcgen/audio/31_4413_1_312_02_211110-225016_bem_83a_elicit_0.wav
22_7916_0_221_01_211113-004745_bem_004_elicit_0.wav	aba lumendo babili bale imba 	female	2.609	/home/csikasote/Documents/bigcgen/audio/22_7916_0_221_01_211113-004745_bem_004_elicit_0.wav
01-201005-212422_bem_fb0_elicit_17.wav	awe bonse takwaimine nelyo umo	Male	2.7451875	/home/csikasote/Documents/bemgen/audio/01-201005-212422_bem_fb0_elicit_17.wav
9_5759_2_91_01_211028-065955_bem_901_elicit_1.wav	cilemoneka kwati pali abo alekopa icikope bali panse panuma yabo 	female	7.441	/home/csikasote/Documents/bigcgen/audio/9_5759_2_91_01_211028-065955_bem_901_elicit_1.wav
34_10795_1_342_02_220128-025936_bem_d0b_elicit_0.wav	bushe uyu mulumendo alecita finshi kabili alikwisa pali iyi nshita 	male	7.827000000000001	/home/csikasote/Documents/bigcgen/audio/34_10795_1_342_02_220128-025936_bem_d0b_elicit_0.wav
17-200916-193611_bem_346_elicit_2.wav	aleshako ukulanda ici soli nomba tatwalila saana	Female	4.3333125	/home/csikasote/Documents/bemgen/audio/17-200916-193611_bem_346_elicit_2.wav
01-201002-013220_bem_fb0_elicit_31.wav	ba phiri abo balelolela pa four koloko bafika	Male	3.947625	/home/csikasote/Documents/bemgen/audio/01-201002-013220_bem_fb0_elicit_31.wav
01-201011-221153_bem_fb0_elicit_23.wav	shikitishikiti	Male	1.6335	/home/csikasote/Documents/bemgen/audio/01-201011-221153_bem_fb0_elicit_23.wav
12209_3_02_211021-141909_bem_142_elicit_1.wav	kabili ici icapala umupila balicipikula ne nsalu iyakwata amalangi ayalekana lekana kabili ne cikulwa cakaena cilemoneka icakosa icine cine 	male	12.523	/home/csikasote/Documents/bigcgen/audio/12209_3_02_211021-141909_bem_142_elicit_1.wav
